iid,source,ems,score,target
3EPG8DX9LKQUBAH9LEL2DN0S4ZRP58,"<p>I had a friend and she know almost everything about me. But one day she stop talking to me and treat me as if I am the stupidest ignorant person in the world. Every word that I said make her angry.I don&#39;t know what happened and when I asked her, she won&#39;t give me the answer. Everyday is like a torture to me. I don&#39;t have many friends. I kept my circle small. And when this happen, my world kinda turn upside down. I sleep more often. I don&#39;t want to face the truth. All I feel is sadness and disappointment. I tried to fix the situation but things only getting worse.</p><p></p><p>I lost my confidence. I can feel the physical pain inside my heart. It makes me super sensitive. I cry over little things. I lay on my bed all day long. I hate being like this. I hate myself. I had lose so many people in my life and I can&#39;t afford to lose more because of my own stupidity. I&#39;m so stupid. </p>",4.  DEFECTIVENESS / SHAME  (DS),7,True
30Y6N4AHYPWAR0CHDC7AGUOZIYDRDA,"I've been struggling for the past few years with feelings of inadequecy, and that's led me to create a false image of myself to project, as a form of protection maybe. But since I've been home from university for the summer, I've fallen into a very dark place. I've had suicidal thoughts, but the worst part is that I have this feeling that I know I'm not ~that person (not to sound disrespectful, but I just never seriously considered or had those thoughts before).      I found out my results from my second year, and I didn't do too well and I know this is my fault. I struggled throughout second year because I withdrew, and tried to distract myself from dealing with my life. I feel as though I'm just destorying every chance of normalcy, and fear failure and at the same time, I struggle to apply myself in a way to ensure I succeed.      It just feels as though I hold no true significance in the world, and that it doesn't benefit from my being in it. I feel lost, as though the world I once knew, is not the one I'm in right now.",4.  DEFECTIVENESS / SHAME  (DS),8,True
37VHPF5VYC3U43R7E76Z57BC76DC8J,"<p>I&#39;m 16 years old. I&#39;m short (although I think I can still grow some inches), ugly, awkward,extremely shy and introvert, I moved to another city for over 1 year and I still have no friends, no girlfriend, I never had a girlfriend to be honest (just to see how useless I am) I have no fun in my life. I just pretend that I&#39;m smart at school but I&#39;m not, I&#39;m just normal, thats because i don&#39;t have nothing else to do or no friends to talk to so I end up paying attencion to the class and end up getting good grades.</p><p>I&#39;m moving to another country next year and I would like to start over, to be someone, someone that is not a s****y person. Can I change how I am? If so, how can I change how i am?&#160;</p><p>btw, English is not my native language, so sorry for any mistakes and if I did say something wrong tell me please.</p>",4.  DEFECTIVENESS / SHAME  (DS),6,True
3D3B8GE892RDCXJLO4YJP35UQVAP9Z,"Just wanted to ask if anyone has similar feelings or thoughts on this - I have incredible trouble understanding if I love people because I love them in a pure way, or if I love people in order to ensure they will love me, and then alieviate the feelings of worthlessness and self-hatred/disgust that are so wrapped up in my depression. I think the need for others' love makes me love them in a needy way, and then I end up hurting people - they eventually have this sense of being kind of used by me and I feel a constant sense of guilt. I never realise I'm doing this until it's too late. I really want to be a good person, selfless etc. I think this is one of the only paths to happiness, but I feel I'm trapped in this cycle of kinda very dysfunctional love. It's ultimately making me increasingly alone as I drive more and more people slowly away from me, which then, of course, makes me more needy. Does anyone here recognise this as a process, or have any advice?",4.  DEFECTIVENESS / SHAME  (DS),6,True
3XBYQ44Z6P4MGLP0YWHV8XE2DZGTWY,"I have no support from my family anymore. All they do is make things worse, they don't understand how I feel. I've been diagnosed with Depressed, GAD, Panic Attacks, PTSD and OCD and might be Bipolar.       I've had to quit my job and I've lost a few friends and now I'm losing my family. The past month I've had really bad fatigue and agoraphobia, so I've basically been house bound apart from when I've had to go to see my councillor. My parents think that I'm not fighting hard enough, and don't realise how exhausting it is not just mentally but emotionally and physically. I was having a really good day today, for the first time in a long time I felt a little bit more human and then everything kicked off. I got so angry and upset with everyone I thought I was going to have a heart attack. Now I feel ill and can't stop crying. I feel like giving up, they think I'm doing all this on purpose, why would a person make themselves want too feel like this? They think it can all be turned off with a flick of a switch.. If only it was that easy. I don't know what to do. I feel like I want to die, I hate this feeling. ",4.  DEFECTIVENESS / SHAME  (DS),7,True
33QQ60S6ASI888345UEK6YR0V88U0O,"<p>Hello. I am 16 and I&#39;m kind of done with life. I want to leave my home but if I do I&#39;ll probably just die so I&#39;m just like why not now? I&#39;ve lost hope in almost everything and today I was thinking about dying but I don&#39;t think I have the courage. Lately I&#39;ve been crying every day but I can&#39;t let anyone hear me especially my parents because they&#39;ll just think I&#39;m faking it. There are times when I can cry in front of them but I never truly feel better because I can&#39;t be upset because of them. Only things that aren&#39;t their fault. So what&#39;s the point in talking if it won&#39;t change anything. I cry so they won&#39;t hear me or see me.</p><p></p><p>I feel horrible. I hate myself. I don&#39;t do anything but study and I can&#39;t make people smile. I want all of these things that I don&#39;t have and I desperately want to leave this house even though I should be grateful because there are people in the world who are worse off then me. But sometimes I think I would rather have parents who beat me and I can yell at them or who neglect me than the parents I have now. I&#39;m just tired. They say that they are stressed and I have no idea and I just want to jump out the window. Like I&#39;m not stressed. I really just want to be done. I don&#39;t want to worry about anyone or anything anymore.</p><p></p><p>I really do try hard to be good. I am number 2 in my school. I don&#39;t yell and scream and slam doors. I make cards every time a holiday rolls around. I tell them I love them. It doesn&#39;t matter because I&#39;m messy, and I&#39;m slow, and I pull out my hair, and I pull away when she pops my pimples. Because I don&#39;t move around much, because I wake up with bruises on my chin.</p><p></p><p>I am just done. My mom and my stepdad really are perfect for each other. I lost hope in them caring and if they ever find this then oh well. I&#39;ll pray for god to kill me if I can&#39;t do it. I know they will make me out to be the horrible one and they will be the victims. That always do. If they read what I just wrote they will it seem like I made them look like villains. I can&#39;t ever be the victim with them because they are adults and have suffered so much already and I don&#39;t know suffering.&#160;</p><p></p><p>I&#39;ve hinted to my sisters but they think I&#39;m joking. It&#39;s not a joke. I might just die because I don&#39;t think I can keep hanging on for 2 more years and all this might not end after that. I can&#39;t stand this house.</p><p></p><p>Can someone please just help me. Can you pray for me. I just need something or else I feel like I&#39;ll die.&#160;</p>",4.  DEFECTIVENESS / SHAME  (DS),7,True
32CAVSKPCEP8FXOM1DIKK3AA00EU1R,"Depression has quite literally taken everything from me, and feelings of despair and hopelessness dominate my life. Increasingly I am left asking myself 'If this is all my life is ever going to be, then what is the point of existing, because this is no life'.       A bit about me...      I'm a 20 year old male, currently at Uni. I have serious self-esteem issues, have been struggling with low moods since at least 16, mainly due to bad bullying at school and poor family relationships.       I have a lot of 'demons' and issues, and I won't go into them all here...      However.. I have abused alcohol for at least the past 18 months. It is now a problem I have under control. I turned to drink to combat severe loneliness and to try and block out thoughts and feelings which have plagued me for years. I knew it wouldn't work, and it doesn't. But it became a mechanism by which I could in a strange way escape. I'd often drink to the point of passing out, and as strange as it sounds this was almost a relief, because for that evening I didn't have to think about those dark thoughts. I appreciate in the long-term alcohol will only have made things worse. I can drink in moderation, and have tried to cut down my solo drinking sessions, but my dark thoughts persist.       I'm now at Uni and *should* be happy, but I'm not. In fact, these are the darkest days I have faced. I have no motivation left to do anything. I have exams over a period of the next month. If I pass them a miracle will have occurred. The truth is, my motivation has gone. I ask what I'm working towards when I live a life of such despair anyway. Aren't these supposed to be the best days of my life, if they are, what on earth have I to bother about?      I'm not sure whether this should be in the sexual health section - I've placed it here because depression is my main problem, and I believe it to be the main reason I am having the problems I am today.       I have suffered with questions over my sexuality, and am now fully accepting of the fact I am gay. This has been a big thing for me to conclude because much of the bullying at school was homophobic in nature, so I was almost conditioned to believe that coming to terms with that being my identity would prove those individuals right and be an admission that I was a lesser person. My dad is also a devout catholic, and I know the fact I am gay will always mean I am less of the son he wanted me to be, and I will always be a let-down to him in that regard.       However, I have no libido or sex drive and haven't done for about six months at least. I have stopped  masturbating, and can't remember the last time I had a proper erection. I attribute this to depression, and a general loss of hope and happiness. Of course though, it in turn has become a factor in the way I am feeling.       To cut a long story short... I have always had very low confidence, so asking people to do things with me has always been a big challenge, as have gaining friendships. The thought of a relationship has been terrifying. Mainly because, at around 14 I told myself that no one would ever be attracted to me or love me, so I might as well give up hope it would happen. I finally plucked up the courage to ask a guy I like out for a drink. I thought he might like me in that way, but wasn't sure.      Anyway.. He came back to my place and wanted to have sex which I was comfortable about because I do feel attraction towards him - in fact the first time I have been properly attracted to anyone, however, I could not get an erection, and was therefore unable to perform. In turn, he took that as a rejection and that's another friendship I can put into the bin and another blow to my confidence.        As such, I feel I will never be able to pursue a relationship and will never be able to have anyone in my life. I am pretty much again resigned to the fact I will never have a significant other and will always be alone.       My problems are deep rooted, and there are many of them. I just don't see things ever getting any better and don't know what to do. I was on antidepressants (citalopram) the side effects were horrendous and I have never thought about suicide more than when I was on them. I came off them myself. At first I felt 'normal' (lack of suicidal thoughts), however, my mood is becoming ever darker.       I am getting counselling through my uni, however, this is limited to just 6 sessions, and it's clear that nothing is going to be resolved in that time (2 sessions to go)      I've lost a stone in the past 3 months, and have lost my appetite completely. I can go for days without eating properly, and have to force myself to eat when I do.       Is there any hope, and am I ever going to feel better, because I can't go on like this any longer.",4.  DEFECTIVENESS / SHAME  (DS),5,True
3ICOHX7ENCBRJC6IFUZF2G5X9KEE0R,"<p>Hi everyone. I just stumbled upon this website and decided to ask for some help.</p><p></p><p>I am 18 years old and have been depressed for about the last year and a half. I was self harming in the beginning, something which i haven&#39;t done for a while and feel that I am past. I have no close friends and its been that way for a while. I feel incredibly lonely which causes me to feel horrible and I end up crying a lot. I have a boyfriend but its long distance so this doesn&#39;t ease much of my loneliness since I cant see him very much.</p><p></p><p>I honestly dont know what to do. Depression and mental illness run in my family but I feel like I cant tell my parents out of fear. They see me as the &quot;normal one&quot; and have set unrealistic expectations for me to have no problems. I hide my sadness around them and end up taking it out on them. I have thought about getting help but I&#39;m unsure. Any advice would be great.</p><p></p><p>Thanks.&#160;</p>",1.  ABANDONMENT /  INSTABILITY   (AB),5,True
382GHPVPHSR5828M9B5LVSRDZ74436,"I rarely post on here but am feeling so down and deep in a pit of negativity that I just need to moan a bit.   I just feel so alone,  unwanted and unloved that I can't summon up any energy or will to do anything about it.   I don't care about myself or think I deserve anything better than living in a very messy flat,  doing without hot water because my boiler is broken and I can't face sorting it out at the moment.        I am getting criticism from friends for forgetting everything they tell me coz my brain is all fogged up,   and an online friend (not on here) has turned against me coz they researched my family tree for me and I promised to send her something she wanted and haven't.   I wish Christmas was over and I wish I wasn't so alone.      Not looking for advice but empathy please.   x",1.  ABANDONMENT /  INSTABILITY   (AB),7,True
3T2HW4QDUV7UI8AHJZCD536NRCV9C5,"<p>Hello everyone. I realised I&#39;d been a member of this group for two months and I haven&#39;t yet posted about myself. So here it is, I&#39;ll keep it short:</p><p>I&#39;m 45, separated with two beautiful children. My wife is 33. We were married 8 years ago, but only 4 years into the marriage the cracks began to show. I never noticed at first - but my wife did. She began to suffer with depression through stressful situations at work. I told her I&#39;d be there to help, but we began to drift apart. I did all I could to keep us together but 2 months ago she decided to move out. My world was torn apart.&#160;</p><p>We&#39;re still living apart and the kids stay with us 50:50 whenever possible, and we&#39;ve since become closer again. To me it seems a little bit of that spark has come back. But I cry every day. Not all day because that would be worrying! But at least once a day the loneliness builds in me to the point where I just break down and nothing can stop it.&#160;</p><p>I&#39;m not ready for medication, I do think this is situational depression brought on by separation. I&#39;m slowly getting my finances sorted out (everyone&#39;s biggest worry) and I&#39;m trying to improve myself by getting back into a few hobbies, but some days are really emotional and it gets me so low &#128542;</p>",1.  ABANDONMENT /  INSTABILITY   (AB),6,True
3HEM8MA6H9CJ4W075695BYVJ0VEQPM,"Hey guys,       I've never posted on a forum before, let alone about something so personal but here we go anyway, hopefully it'll help.       I've been struggling an awful lot with life, I spend all day lying in bed because facing the world seems so difficult, I never go in to Uni anymore and my grades have gone downhill - which is a massive shame especially as I am in my third and final year. I isolate myself from all my friends and housemates, I feel so low all of the time and I have been self harming because - even though this may sound odd - self harm is the only thing I seem to do that feels productive (even though I am aware it isn't).       I know why I feel this way, I was raped in November and although I convinced myself that I would be perfectly fine after a few weeks, I'm really not. I have finally come to a point where I want to seek help from my GP but I have absolutely no idea how to start the conversation - do I discuss the abuse first, the self harm, the depression and how would I even lead into that conversation?       All I know is that I want to move forward but the thought of seeing my gp is terrifying me. I did once open up to a friend of mine about what was going on but I felt absolutely no relief whatsoever, instead I felt ashamed and embarrassed for opening up even though this friend was lovely about everything. Will seeing my gp help or will I just end up running out of there screaming?",1.  ABANDONMENT /  INSTABILITY   (AB),6,True
3WRKFXQBOB70WC4PJL0FFNX9DQ0IY5,I lost 11 kgs of weight lately. I used to be 70kg and now I’m 59kg since I had a breakup and I’ve been eating less for like months. I lost sleep.  The one I had breakup was a narcissist who emotionally abused and manipulates me every time even after our breakup. She knows that she hurts me and she doesn’t give me the space I need to heal from the breakup.  I have lost my self respect and she used me.  And when I try to ignore her she use language on me and gets so mad.  i want no fight no arguments,1.  ABANDONMENT /  INSTABILITY   (AB),7,True
307FVKVSYRFN9L99BN8B893T49Q47B,"<p>I feel like I&#39;m trapped in my own life. Everybody I&#39;ve either loved or cared about has walked out on me. My dad didn&#39;t want me, my mom only kept me around for child support checks &amp; tax refunds. My 2 brothers treated me like a chore and always told me because I had a different dad then them I didn&#39;t matter. I never had luck with girls. I&#39;m 34 no friends and worst of all a virgin. I feel like not getting out of bed anymore, that I&#39;m trash. Some nights I just cry knowing I&#39;ll never have sex or have friends. What did I do in life that was so horrible to deserve a s****y family and nobody that loves me. I keep thinking if I died nobody would give a s**t.</p>",1.  ABANDONMENT /  INSTABILITY   (AB),6,True
3BVS8WK9Q0V4J4BE9TMV7CZ8SHIBIJ,<p>I am 27 years old I have been struggling with depression ever since I was 12 I&#39;ve always been a loner because I have social anxiety I am completely terrified of people. I lost my Mom 2 years ago she was my only friend my days are now filled with complete loneliness and violets the so-called friends I have are online as in PSN but they hardly ever write me or talk to me. Everyday I get up take a shower get in the workout and then it hits me I&#39;m all alone again I cry so much everyday I double up on my medication just to knock me out for hours on end so I won&#39;t have to stay awake and face the reality of being alone. I cut myself abused myself I pray for death but death Never Comes. So tired of suffering so afraid to commit [b]suicide[/b] but that fear is slowly fading away I just want to be rid of these feelings I just want to be at peace with my mom why does no one love me</p>,1.  ABANDONMENT /  INSTABILITY   (AB),7,True
3J9UN9O9J3SZUSSATVA6ZWIPESAJ0H,"<p>So yeah, I&#39;m a 27 year old white male. Army veteran and college graduate. I am currently searching for my new life path using my newly acquired education and prior life experiences. I workout almost every day in the hope that I can fight my way out of this daily battle of self hate. </p><p></p><p>I had a troublesome childhood. To the extent that my psychologist says I have memory block issues. I cannot recall most of my life before the age of 12 or so. Some kind of defensive mechanism I developed to deal with the hardship of my early life. I was exposed to the harshness of what life has to offer at a very young age and it molded me into the person I am. I have always been called an old soul or to wise beyond my years. And I now understand that at a young age, I became an old man. Understanding the evils of life and the pointlessness of it all. I used to self harm by punching myself and cutting but grew out of that because it did the do anything for me. I tried to kill myself at a very young age but didn&#39;t go through with it because I do believe in the hopes of a better TOMORROW. But since then, I literally test myself every few months or so by seeing if it&#39;s in me yet to do it. But I still fight on. Even  though I&#39;m so tired of fighting. </p><p></p><p>So now, I just feel.. Useless.</p><p></p><p>I want to go back to the military for one reason. After longing to be a military man my entire life, I have just now figured out why. I want to die. I don&#39;t want to kill myself but I want the most honorable death a man can have. To die for something bigger than himself.</p><p></p><p>I don&#39;t want to give in. I can feel my subconscious telling me to keep going but then the flip side of the coin just tells me it&#39;s as easy as a fix as a squeeze of the trigger. All the self hate, worrying about the future, reminiscing on the past mistakes, and longing to be a better version of myself will stop. It sounds, so lovely.</p><p></p><p>I have friends. I ignore them. I have family. And I rarely spend quality time with them. And when I do, people flock to me to tell me all there issues looking for guidance from me. Like I know wtf I&#39;m doing.. I&#39;ve had a love of my life that I let go because I let the evil inside me push her away, even though she is better off now. </p><p></p><p>I guess I just enjoy living in this misery. I seem to self sabotage myself to the point of destruction.</p><p></p><p>I can&#39;t stick to new life changes. Like the whole, new year new me bulls**t. Even with the ambitions of possibly reenlisting and doing something I truly loved to do. Yeah the military isn&#39;t easy but at least when I&#39;m suffering, I&#39;m not alone. Everyone suffers in the military. We suffer together. And I miss that.</p><p></p><p>Drugs and alcohol do nothing for me. I don&#39;t like prescription drugs. But have tried SSRI before with decent results but I really wish to not be dependent on drugs to live. Scripts will be the last resort before the final act of hate I would do to myself. So I guess I am open  to the idea versus blowing my brains out. </p><p></p><p>I don&#39;t know what to do anymore. I can get a girlfriend if I want to but I don&#39;t want to. I can be the life of the party, if I can get myself to go to it. I could have more money than I know what to do with but I don&#39;t want for that. I just want to be happy. With who I am. I know I&#39;m not a bad person. I&#39;ve volunteered my time and give enough to the poor and have and still do risk my life for others. I&#39;m a protector of others. But now I know why, in the hopes that I may die a heros death. But I don&#39;t want to be a hero, I just want to die. </p><p></p><p>How f*cked up is that. I know of people, kids even , who would love to be in my shoes. Would go the distance and beyond if they had what I had. So why the f*ck am I like this?!</p><p></p><p>There is no quick fix, I know this. And more than likely I will get nothing from this thread other than emails saying people read your message and feel for you. I&#39;ve read so many of others persons words of how they are struggling as well. But I still feel alone.</p><p></p><p>But, I just keep putting one foot in front of the other. Crying myself to sleep. And picking up where I left off the next day. With more tears and fears and wishing for a change. </p><p></p><p>If you&#39;ve read all of this, then thank you for your time. I hope to hear from others with words of wisdom and hope.</p><p></p><p>But I know this isn&#39;t going away... </p><p></p><p>-Drew</p>",1.  ABANDONMENT /  INSTABILITY   (AB),6,True
31S7M7DAGGQ65RD1UIATZMXMFSCLTX,"<p>Hello, this is Maddy. Posting for the first time. Had to rant about my pain. Sorry for my bad English. I&#39;ve never been diagnosed before. Took online diagnosing and came to know that I&#39;ve both dysthymia and PTSD. I&#39;M LITERALLY SUFFERING FROM SEVERE ANXIETY, PANICK ATTACKS, LOW SELF-ESTEEM AND TRUST ISSUE. I&#39;m a spiritual person, I believe this is temporary, I meditate but seems like my inner demons are more powerful than my spirit. My soul is constant fighting between happiness and darkness. It&#39;s all started from my childhood, never got a better parents. Have so called boyfriend, who doesn&#39;t care at all. I love him hard, never ever thought  without living him(though it&#39;s a long distance relationship). My previous relationships didn&#39;t work out. Don&#39;t know why this world became so fake, selfish, rude lately.  Others successfull couple makes me feel jealous. Honestly I don&#39;t think my relationship with my parents and boyfriend is ever gonna be fixed as because they never tried to understand me (its my duty to understand them everything). I&#39;M TIRED, tired of moving on, tired of consoling my heart that everything gonna be okay oneday, tired of holding on,  tired of crying, tired of pretending to be happy in front of everyone  just because they don&#39;t understand, tired of praying to God. Nothing has changed since my childhood. NOTHING. Even God knows I don&#39;t deserve a stable, healthy, matured relationship. I&#39;m depressed and can&#39;t share my pain with anyone. I&#39;ve no place to escape. I was always been a wounded lone wolf who wandered in her small dark world. I don&#39;t see any purpose to continue this life. NO I&#39;M NOT [b]SUICIDAL[/b]. But lost all hope, desires, happiness, motivation just for my parents and boyfriend. I don&#39;t need anyone&#39;s sympathy. Just needed to vent. Thank you for listening with compassion.</p>",1.  ABANDONMENT /  INSTABILITY   (AB),7,True
3EKZL9T8Y8MNXES0HB05IK4BAP3HC3,"im just gonna give a breif background about myself to give whoever wants to help me a bigger image of whats going on      my name is karen, im 14 years old. for the first 11 years of my life i was abused and almost raped by my dad who is a pyschopath. there were several times my mother landed in the hospital because of what was happening. i have 5 siblings and when i was 5 i moved to a country called papua new guinea because my parents are doctors. i was also bullied at school because i came from a different country than everyone else and people always chose other poeple over me. beacuse of the abuse happening at home i also never got the love from my parents that i needed. the only person i could look up to was my older sister but i was always jeleous of her because people always chose her over me and this drove me crazy and there were certain times where i wanted to commit suicide.  when we first moved there we were poor and all we could afford was bread. my mom couldnt find a job because she did not speak any english but after her 3rd year of living in this country she managed to open up a dental clinic and earn money. when i was 11 i moved to an expansive boarding school in europe with my two sisters i was extrmely happy because i was finally away from all the abuse. but the happiness only lasted 2 years. during my second year i met 3 people i became very close with. two which were 4 years older than me and one who was about my age. one of my older friends left this year and i dont keep incontact with her anymore. my other friend who is about my age is an incredible person who i trust a lot but i feel like it is only a one way relationship. if she had a problem i could help her but she wouldnt be able to help me. the last friend who is still at my school became very close with me this year, she would tell me things like im amzing, and incredible and i find this friend very fascinating but her words dont match her actions. i feel that when we are alone she treats me like im amazing but when we're out in public she chooses other people over me, like out of nowhere i dont even exist anymore. i started seeing the school therapist this year and i realized that the reason why i think she is so important is because i expect her to provide the the love i never got from my parents. she is a loving person but she rarely makes plans with me, she always turns me down but at the same time she tells me im so special. there were also several times i wated to commit suicide because of her and i kept having breakdowns this year because of her . i felt like the one person who understood me let me down and continued to do so. now i do not know what to do. i feel all the people  around  me are idiots and there is nobody who can help me. im always left out of events and people always choose other people over me.  this drove me so crazy that at some point i obssessed over peoples approval over me and looked extremly desperate. i dont know who to ask for help anymore. i also think that its not the people around me who are the problem, its me. but if im the problem then whats wrong with? why do people lie  around me ? why do they say one thing while their actions speak another? i cant even tell my mom about any of this because she is alreasy faced with so much stress. she spends most of her money on the school i attend and she sleeps in her office because she cant even afford an apartment, she showers at her friends house. i always have to act as if everything is fine around her when its not and that upsets me even more. i also feel extremly ungrateful for the things i have, i attend a school, have a roof to sleep under and also have food. why am i still unhappy? how can i change this? i have 3 more years of school and people are always excluding me out of everything i do not know what to do anymore. but one decision i've made so far i to seperate from the girl im close to because im tired of basing my decisions on the fear of losing her. but i also know that if i lose her i will have no one else i'd talk to. but im tired so im doing this anyway. please help me. i feel lost and unwanted where i am, what should i do?",1.  ABANDONMENT /  INSTABILITY   (AB),5,True
3B286OTISEHVV5QSLX7ZO2U2NEMJA8,"<p>Hi guys i posted a couple days ago and you guys were awesome to reply to me so thankyou for that. These past couple days since then have been hell.(excuse the language). Usually when i have a breakdown before I go to sleep I  wake up and the day is bearable enough to get through without crying. This wasn&#39;t the case for this week, I&#39;ve cried every night and every morning and afternoon. My boyfriend will take me to all these places bc he thinks I just need to get out more and get my mind off, but I am so out of it. I&#39;m so trapped inside my head I don&#39;t know how to get out of it and actually feel again. I&#39;m such a waste of life. It&#39;s actually worse if I don&#39;t think about it because then I&#39;ll go through motions and talk to people then get home and feel like I wasnt even there and not even remember what happened. People say I have derealization but I&#39;m not entirely sure what that is. I don&#39;t know what to do anymore im better off not even living. Any thoughts or comments would be appreciated I just need help im so out of it im missing life </p>",1.  ABANDONMENT /  INSTABILITY   (AB),6,True
389A2A304OICMEM4J3TKCS5UO81C0W,My boyf has been depressed for some time and recieving treatment. He has been doing realy well with few ups and downs. When he is down he is very mean to me (emotional abuse) and start of week he went ballistic over me leaving a box and a cup out. He has ignored me all week and said he hates me. He has now moved into spare room and took all his stuff in there. Calling docs would be a betrayal to him and yet I believe he is being totally irrational. He asked his mum to stay but his step dad said no so he started on her blaming her and swearing at her every hour by text. She said it was just like his alcky dad was and she is devastated. I have tried talking and I can't eat or sleep. He needs help but no idea where to start and now suicidal myself. He has issues with drugs now and then. I am scared. A couple of years ago we were arrested but only he got charged. If I leave I fear he will kill himself sorry its jumbled but I am lost,1.  ABANDONMENT /  INSTABILITY   (AB),8,True
3TY2U1TEB7A6WYTWF3KCH1XLD1GJJO,"<p>anxiety &amp; depression gives me headaches, i feel woosy, queasy, light-headed all of the time, in constant thought, no break from my mind, it eats up at me - when i&#39;m feeling good it&#39;s 0.2s before i&#39;m thinking. because my mind goes &quot;wow... i&#39;m feeling good! this is a good thing!&quot; then i start worrying about going back to how i was. and i&#39;m here again. i literally fall down the hole and i can see yourself falling. i know that thinking about this will make it worse but i cannot stop thinking. most meds won&#39;t cure me... being mindful and spiritual isn&#39;t enough but it helps, meditation can turn nasty if i&#39;m in the wrong mindset. revision is impossible. all i&#39;m thinking is: I can&#39;t do this, its&#39; too hard, too little time - all i&#39;m thinking about is how i CAN&#39;T do this, how my head feels so heavy; some people begin to love something and it&#39;s their crutch - might be drinking, might be smoking; some people turn their lives completely AROUND at this point. some people love running &amp; health, some love yoga &amp; buddhism. some people love those things and they never come back, they learn to not let themselves fall down but for other&#39;s it is impossible. Trust me. for as long as i can remember i have been trying to remedy my problems. for as long as i can remember. i can remember being in primary school, on the school playground, and constantly thinking... always worried about something. i&#39;ve missed so much in my life because im always in my head. i remember going to weddings, but not being there because i was too worried about my weight. i was so focused on my collar bones showing &amp; that was all i thought about. i blamed my problems on everything else. i blamed them on my upbringing - the fact my mum has an eating disorder, the fact my sister has mental health issues, that my dad left when we were younger and he gets angry all of the time - i blamed it on my metabolism for not being quick enough &amp; eventually i turned and blamed EVERYTHING on myself. now instead of it being my mum&#39;s fault I had ED growing up i blamed my mum&#39;s ED on me. i was never there. i never supported her when i could. i never told her how much i loved her and made her feel like she was worth something. i feel so neglected and empty and dry with emotion &amp; i am getting to the point where i cannot see any other route off this earth other than suicide.&#160;</p><p>&#160;i&#39;m where i should be. i&#39;m finishing college, my grades should be good, i&#39;ve got a place at uni and my boyfriend loves me. i&#39;ve opened up to my family. before i was so stoic, so angry and so bitter. i&#39;ve never had a longer conversation than about 10 minutes, most of that was filled by awkward silence, with any member of my family. but now we speak.&#160;</p><p>&#160;but i am so uncomfortable and alone. i&#39;m skinny, i&#39;m vegan, and i do honestly think that i&#39;m pretty most of the time. my outlook is better, and now i have to face my problems. they&#39;re tearing through and i cannot deal with them. now they&#39;re not repressed; now that i&#39;m now repressing myself, i have discovered how deadly mental health issues are.&#160;</p><p>&#160;i&#39;m really struggling. if i look back on my life i cannot find worth. a lifetime of this is not worth it - trust me. no amount of happiness can make up for a lifetime of scaredness and sadness.&#160;</p><p>&#160;so what should i do? i&#39;ve seen GP&#39;s, i cannot take meds, at the moment i just don&#39;t have time for meditation or mindfulness. when i told my boyfriend that i&#39;d prefer my 2 last exams to be on the same day so i didn&#39;t have to revise for another week he scoffed, as most people would. but it&#39;s just so different in this mindset. another week of struggle isn&#39;t worth a good grade. my mental health is at breaking point again.&#160;</p><p>&#160;I never dealt with these issues as a child &amp; they have completely ruined my childhood. i have barely any good memories to look back on. i feel like a special-worst-case-scenario in that i&#39;ve dug myself a hole so deep i cannot get out of it. chants and mantras and cliches don&#39;t work. my mind consumes me, i just can&#39;t see how if i&#39;ve been born with this and I&#39;m supposed to get rid of it. it feels so innate in my nature.&#160;</p><p>&#160;i&#39;m sorry if i reply sloppily as in here and there but my anxiety gets really bad about online forums :(&#160;</p><p>&#160;i guess i&#39;m just asking if anybody can relate and what helped them&#160;</p>",1.  ABANDONMENT /  INSTABILITY   (AB),5,True
